advice,cons,countHelpful,countNotHelpful,date,Date,employmentStatus,id,isAnonymousEmployee,isCurrentEmployee,isLegal,jobEndingYear,jobTitle,lengthOfEmployment,location,pros,ratings/0/rating,ratings/0/title,ratings/1/rating,ratings/1/title,ratings/2/rating,ratings/2/title,ratings/3/rating,ratings/3/title,ratings/4/rating,ratings/4/title,ratings/5/rating,ratings/5/title,ratings/6/rating,ratings/6/title,reviews/0/isOK,reviews/0/title,reviews/1/isOK,reviews/1/title,reviews/2/isOK,reviews/2/title,title,type,url
Stop hiring only family and friends and give others the opportunity to get in.  Listen to employees rather than making compulsive decisions based on how you feel that day.,"Nepotism, Management is dictating and does what they want, when they want.",5,0,2017-03-03T00:58:46.737,2017-03-03,REGULAR,14023475,FALSE,TRUE,TRUE,,Operator,2,"Findlay, OH","Extremely Competitive Wages, Relaxed Work Environment, Treats Employees Fair",1,Work/Life Balance,3,Overall,4,Culture & Values,0,Diversity & Inclusion,2,Senior Management,2,Career Opportunities,5,Compensation and Benefits,FALSE,Recommend,,CEO Approval,FALSE,Business Outlook,Nepotism Destroys Oppurtunity,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW14023475.htm
Advice to corporate is to give more power to the individual plants again.,"Corporate doesn't listen to workers or management. Corporate is all about their bottom dollar for their bonuses and could care less about the hourly employees. Corporate preaches safety, passes it down to management, but when skating is addressed, corporate denies management.",1,0,2019-05-29T23:19:11.907,2019-05-29,REGULAR,26385053,FALSE,TRUE,TRUE,,Warehouse Worker,2,"Golden, CO",Great pay and benefits,3,Work/Life Balance,4,Overall,2,Culture & Values,0,Diversity & Inclusion,1,Senior Management,3,Career Opportunities,4,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,,Business Outlook,Need more hours,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW26385053.htm
Keep turnover to a minimum.,High noise level. Monthly rotating shifts from days to nights. Very hot on the production floor. It IS Florida! This information applies to the Tampa plant only.,0,2,2013-07-08T15:42:54.173,2013-07-08,REGULAR,2802685,FALSE,TRUE,TRUE,,Industrial Electrician,20,"North Tampa Heights, FL","Good wages. Heavy emphasis on Safety. Production work is four days on four days off, 12 hours a day 6 to 6. Ball has many operations all over the world, to include Aerospace.",5,Work/Life Balance,5,Overall,5,Culture & Values,0,Diversity & Inclusion,5,Senior Management,5,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,,Business Outlook,One of the best companies in the USA,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW2802685.htm
Keep it going. The company is doing very well!!!,"Experience trumps education. Several plants are in relatively small and rural areas, where developing relationships is hard.",1,0,2015-05-20T14:49:27.433,2015-05-20,REGULAR,6658827,FALSE,FALSE,TRUE,2015,Quality Assurance Manager,20,"Madison, WI",People are treated very well. Management genuinely care about the safety of the employees and try to promote fellowship and camaraderie. Movement between plants is encouraged.,3,Work/Life Balance,5,Overall,4,Culture & Values,0,Diversity & Inclusion,5,Senior Management,4,Career Opportunities,4,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,A strong and ethical company.,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW6658827.htm
Keep up the good work on innovation,"Still some people that have worked at the company forever and don't want to change.
In the past company sometimes reacted to fast or overreacted to issues",0,0,2020-05-06T05:05:45.567,2020-05-06,REGULAR,33043616,FALSE,FALSE,TRUE,2017,Senior Staff Scientist,20,"Boulder, CO","Very stable company
Treated employees fairly
in the last couple of years, the company has been focused on what it can do to improve the world",4,Work/Life Balance,4,Overall,5,Culture & Values,0,Diversity & Inclusion,4,Senior Management,3,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,Doing well and doing good,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW33043616.htm
Keep up the great work!,The schedule is the only I can think of. The flip flop from days to nights once a month takes a toll on you emotionally,1,0,2021-03-29T18:30:19.620,2021-03-29,REGULAR,44747386,FALSE,FALSE,TRUE,2019,Production Technician,2,"Golden, CO","Competitive pay, plenty of room for promotions, though everybody loves it here so they stick around so promotions take a long time",4,Work/Life Balance,5,Overall,5,Culture & Values,5,Diversity & Inclusion,5,Senior Management,5,Career Opportunities,5,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,Great place to work,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW44747386.htm
Salaries at the top too high while lower level can barely get a 2.5% raise.,Focus is on the shareholders not employees,2,0,2018-08-24T06:05:44.270,2018-08-24,REGULAR,22139908,FALSE,FALSE,TRUE,2014,Administration,20,"Broomfield, CO",Pleasant work environment and cooperation among departments.,4,Work/Life Balance,2,Overall,2,Culture & Values,0,Diversity & Inclusion,1,Senior Management,2,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,Completely lost the original vision for the company.,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW22139908.htm
Invest on education and continuous improvement of your top management,Poor Top management. Some of them made their way up and have poor management skills. Sad and tough for the whole team.,0,0,2021-06-27T10:45:58.177,2021-06-27,REGULAR,48968678,FALSE,FALSE,TRUE,2020,Management Consultant,2,"Wallkill, NY","Good people, great management team by department",2,Work/Life Balance,2,Overall,2,Culture & Values,3,Diversity & Inclusion,2,Senior Management,3,Career Opportunities,5,Compensation and Benefits,FALSE,Recommend,TRUE,CEO Approval,FALSE,Business Outlook,Intense,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW48968678.htm
treat your employees better,you have to be part of the good ol boy club / kiss butt to get any where,2,0,2017-01-31T07:46:09.723,2017-01-31,REGULAR,13563102,TRUE,TRUE,TRUE,,,0,"Milwaukee, WI","job is not bad, its management tearing it down",1,Work/Life Balance,2,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,2,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,,CEO Approval,FALSE,Business Outlook,last choice,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW13563102.htm
,"Very Noisy, managers don't own up to their mistakes, they want you to work extra 12 hour days almost every week",4,0,2017-03-21T16:17:16.247,2017-03-21,REGULAR,14286866,TRUE,FALSE,TRUE,2016,,2,"Fort Worth, TX",Good Pay and decent benefits,1,Work/Life Balance,2,Overall,3,Culture & Values,0,Diversity & Inclusion,3,Senior Management,3,Career Opportunities,5,Compensation and Benefits,FALSE,Recommend,,CEO Approval,TRUE,Business Outlook,I had enough,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW14286866.htm
,"It wasn't really the place for me, but for some people it could be a place for a very long term career.",0,0,2019-04-03T15:03:03.410,2019-04-03,,25496959,FALSE,FALSE,TRUE,2018,Human Resources Assistant,0,"Kent, WA","Hours were good, pay was above average for the market",0,Work/Life Balance,3,Overall,0,Culture & Values,0,Diversity & Inclusion,0,Senior Management,0,Career Opportunities,0,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Not for Everyone,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW25496959.htm
Have set schedules,rotating 12 hour shifts nights days weekends and massive OT,1,0,2021-05-18T13:18:52.550,2021-05-18,REGULAR,47118932,FALSE,FALSE,TRUE,2018,Material Handler,6,"Golden, CO","Pay is very good and benefits are good, bit on expensive side.",1,Work/Life Balance,2,Overall,2,Culture & Values,4,Diversity & Inclusion,2,Senior Management,1,Career Opportunities,5,Compensation and Benefits,FALSE,Recommend,TRUE,CEO Approval,,Business Outlook,Don't work in the warehhouse,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW47118932.htm
,Needs better talent management and development.,0,0,2012-01-15T09:48:17.050,2012-01-15,,1283047,TRUE,TRUE,TRUE,,,0,"Broomfield, CO","A company with allot of history. A global market leader in its business segment, good benefits for employees.",3.5,Work/Life Balance,3,Overall,0,Culture & Values,0,Diversity & Inclusion,3,Senior Management,3,Career Opportunities,3,Compensation and Benefits,,Recommend,TRUE,CEO Approval,,Business Outlook,Good place to Work at.,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW1283047.htm
,The shift they have you work. Hard to do anything with the changing shift,0,0,2016-06-26T06:42:24.907,2016-06-26,REGULAR,11043740,TRUE,TRUE,TRUE,,,6,"Findlay, OH",Good starting wage. Great job if looking for a factory job,2,Work/Life Balance,3,Overall,2,Culture & Values,0,Diversity & Inclusion,2,Senior Management,2,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,,CEO Approval,,Business Outlook,Jobs a Ball,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW11043740.htm
,"Anti-union
Undermanned 
HR is only here 10am-2pm and some days works from home",2,0,2018-07-20T04:16:10.643,2018-07-20,REGULAR,21567831,FALSE,TRUE,TRUE,,Maintainer,20,"Los Angeles, CA","Good pay
Good people on the floor",2,Work/Life Balance,2,Overall,3,Culture & Values,0,Diversity & Inclusion,1,Senior Management,2,Career Opportunities,4,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,All they do is close union plants,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW21567831.htm
,They used up their 10 years tax free and now they're closing up shop and moving. They've also hired people knowing they were bound to close. Preach safety but desire production.,2,0,2016-06-26T08:22:03.387,2016-06-26,REGULAR,11044252,FALSE,TRUE,TRUE,,Oven Unloader,2,"Weirton, WV",Stable paycheck. Besides that there really isn't too much. Mismanaged. Very anti union. In fact we were the last one in the company.,3,Work/Life Balance,1,Overall,1,Culture & Values,0,Diversity & Inclusion,1,Senior Management,3,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,,CEO Approval,FALSE,Business Outlook,Plant closing,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW11044252.htm
,Leadership alignment and strategy is lacking with no communication across silos Constant change management with no clear direction or expectations No succession planning to have a career within Ball,1,0,2022-12-31T05:00:55.707,2022-12-31,REGULAR,72223202,TRUE,TRUE,TRUE,,,2,"Denver, CO",Stable company even in poor economic conditions,3,Work/Life Balance,3,Overall,3,Culture & Values,3,Diversity & Inclusion,3,Senior Management,2,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,TRUE,Business Outlook,Look elsewhere…not a career growth company,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW72223202.htm
This company should be dominating the market but cannot get out of its own way sometimes. It is difficult to turn a big ship quickly but you should get leadership across functions working together and changing the old ways because the old ways just aren't working.,"Large, old company having a difficult time changing with the times. Technology is lacking in key business functions (archaic ERP, largely run on MS Excel).
Teams work well with each other across functions but silos still exist.",0,0,2022-05-06T08:36:53.717,2022-05-06,REGULAR,63751662,TRUE,TRUE,TRUE,,,2,"Denver, CO","Competitive benefits, pension if you started before October 2021, good culture, good sustainability message, growth industry, fairly recession proof, good people.",3,Work/Life Balance,4,Overall,5,Culture & Values,5,Diversity & Inclusion,3,Senior Management,4,Career Opportunities,4,Compensation and Benefits,TRUE,Recommend,TRUE,CEO Approval,TRUE,Business Outlook,Good company and culture,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW63751662.htm
Come out the office more than once a year,It will make your life miserable front office is terrible,0,0,2023-03-17T16:27:27.797,2023-03-17,REGULAR,74629911,FALSE,TRUE,TRUE,,Technician,2,"Pittston, PA",Do not go here you’ll regret it,1,Work/Life Balance,1,Overall,1,Culture & Values,1,Diversity & Inclusion,1,Senior Management,1,Career Opportunities,1,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,Terrible,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW74629911.htm
,Layoffs and low pay Bad systems and processes,0,0,2023-02-03T15:58:33.777,2023-02-03,REGULAR,73299395,FALSE,TRUE,TRUE,,Finance Manager,4,"Broomfield, CO",Hybrid work Nice cafeteria Friendly people,5,Work/Life Balance,3,Overall,4,Culture & Values,2,Diversity & Inclusion,3,Senior Management,2,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,Recent layoffs,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW73299395.htm
,Terrible leadership. No development of mid to low employees.,0,0,2022-09-30T16:11:05.260,2022-09-30,REGULAR,69648609,FALSE,TRUE,TRUE,,Specialist,0,"Westminster, CO",Good culture and great people.,4,Work/Life Balance,4,Overall,5,Culture & Values,2,Diversity & Inclusion,2,Senior Management,2,Career Opportunities,3,Compensation and Benefits,,Recommend,,CEO Approval,,Business Outlook,Good place to work,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW69648609.htm
,Equipment is outdated and needs to be replaced. Parts on some machines no longer produced.,0,0,2022-08-02T22:42:35.223,2022-08-02,REGULAR,67467761,FALSE,TRUE,TRUE,,Electronics Technician,1,"Phoenix, AZ",This particular plant pays regular overtime built into the 4 on 4 off schedule. OT is paid everyday over 8 hrs. and we work 12 hr. Shifts.,4,Work/Life Balance,4,Overall,4,Culture & Values,5,Diversity & Inclusion,3,Senior Management,4,Career Opportunities,4,Compensation and Benefits,TRUE,Recommend,,CEO Approval,,Business Outlook,Good Company overall,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW67467761.htm
Hire faster. You are always short handed. Realize that Colorado has a higher cost of living than Alabama so pay accordingly.,"Pension is a joke. It's only like $56 per month per year you work there. So after 20 years you'll get $1120 to live off in retirement. Worse yet, that amount hasn't gone up in years. So it's obviously not keeping up with inflation. At the rate of inflation and its stagnation, you'll be doing good if that equates to $300 in today's money to live off.

This is all used as an excuse to match employees 401ks by only 3% instead of the standard 6% other companies offer.

The raises are standardized at 3% per year which again isn't keeping up with real inflation.

If you like OT this is the place, but if you want anything resembling a real life, kids, wife, etc, join the military. You'll have more free time there.

Rotating schedule, 4 days on, 4 days off, 1 month of days, 1 month of nights, 12 hour shifts. They can mandatory OT you for 2 of your days off.

Earplugs 24/7. It is so loud you will go deaf in a week without ear plugs. Talking to co workers is no only frowned upon but in most cases am impossibility. So obviously screaming orders is the only communication.",3,0,2021-10-08T13:36:46.790,2021-10-08,REGULAR,53732428,FALSE,TRUE,TRUE,,Machine Operator,2,"Golden, CO","Money, health benefits, mechanical learning",1,Work/Life Balance,3,Overall,2,Culture & Values,4,Diversity & Inclusion,1,Senior Management,3,Career Opportunities,3,Compensation and Benefits,FALSE,Recommend,FALSE,CEO Approval,FALSE,Business Outlook,Hours and hours of mandatory OT,review,https://www.glassdoor.com/Reviews/Employee-Review-Ball-Corporation-US-RVW53732428.htm
